,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
445,460415,0,0,55,1,3,1,2,2,5,A
446,460422,1,1,52,1,3,1,1,3,5,C
447,460431,0,0,47,1,2,1,2,1,5,A
448,460434,1,2,57,1,0,2,1,3,5,C
449,460437,0,0,26,1,0,8,2,1,5,A
450,460440,0,0,28,0,0,5,2,2,5,A
451,460443,0,0,37,1,1,0,2,1,5,A
452,460447,1,2,89,0,7,0,2,1,2,A
453,460449,1,0,25,0,8,2,2,1,2,D
454,460450,1,1,50,1,4,1,1,4,3,B
455,460453,0,0,42,1,1,5,2,1,5,A
456,460454,1,0,48,1,0,3,2,1,5,B
457,460457,0,0,37,1,3,9,2,2,2,D
458,460459,0,0,30,0,2,1,2,5,2,D
459,460460,1,1,26,0,3,2,2,4,2,D
460,460467,0,1,47,1,0,3,0,2,5,C
461,460470,1,0,36,0,5,2,2,4,3,D
462,460476,1,1,53,0,1,1,0,4,2,B
463,460477,1,0,30,0,3,1,2,6,2,D
464,460484,0,0,20,0,5,4,2,7,2,D
465,460485,0,0,19,0,8,8,2,5,2,D
466,460489,1,0,19,0,5,9,2,6,2,D
467,460492,0,0,37,0,8,12,2,3,2,D
468,460495,1,0,20,0,5,0,2,6,2,D
469,460504,1,2,39,0,4,2,0,3,2,D
470,460505,0,0,26,1,2,1,2,3,2,D
471,460507,1,0,31,0,1,0,2,4,2,D
472,460508,1,1,31,1,5,2,1,3,2,D
473,460518,0,1,41,1,2,9,0,3,2,C
474,460522,0,1,32,0,6,3,0,2,3,D
475,460541,0,1,42,1,6,0,0,3,2,A
476,460542,0,1,89,0,7,1,2,2,2,D
477,460545,1,1,78,0,7,1,1,3,2,B
478,460546,0,1,65,1,7,1,2,2,2,D
479,460547,0,1,48,1,6,0,0,4,2,B
480,460549,1,0,36,1,0,8,2,2,2,B
481,460550,0,1,55,1,0,0,0,4,2,C
482,460551,1,1,52,1,2,0,0,2,2,C
483,460555,1,1,52,1,6,7,0,3,2,C
484,460556,0,1,41,1,9,1,2,1,2,D
485,460558,0,1,36,1,2,4,2,1,2,A
486,460561,0,0,37,0,2,7,2,1,2,A
487,460563,0,0,40,0,5,1,2,2,0,D
488,460566,1,1,38,1,6,3,0,2,2,A
489,460571,1,0,25,0,1,0,2,3,2,D
490,460572,0,0,33,1,2,1,2,4,2,D
491,460574,1,0,26,1,0,1,2,1,2,A
492,460582,0,0,28,0,3,0,2,1,2,D
493,460583,1,0,18,0,8,0,2,6,2,D
494,460585,1,0,52,0,3,0,2,3,2,D
495,460586,1,0,26,1,5,0,2,2,2,D
496,460588,1,0,18,0,5,0,2,4,2,D
497,460597,0,0,20,0,8,1,2,2,2,D
498,460598,0,1,36,1,1,0,0,3,2,B
499,460605,1,1,27,1,1,8,0,2,3,A
500,460606,1,0,21,0,5,3,2,5,6,D
501,460612,1,0,27,1,3,8,2,4,2,D
502,460615,0,0,28,1,5,3,2,3,2,D
503,460618,1,1,63,1,7,1,2,4,2,D
504,460619,1,0,48,1,3,2,2,3,2,A
505,460621,1,1,80,1,7,1,2,2,2,D
506,460622,0,1,71,1,7,7,1,3,2,C
507,460626,1,1,47,0,1,8,1,4,5,B
508,460627,0,0,22,0,9,1,2,4,2,D
509,460633,1,1,35,1,9,3,1,2,2,D
510,460634,0,0,40,0,3,2,2,6,2,D
511,460637,0,0,18,0,5,3,2,4,2,D
512,460638,0,0,26,1,0,0,2,4,2,C
513,460639,0,1,73,1,7,1,2,5,0,D
514,460640,1,1,86,2,7,1,2,1,2,A
515,460645,0,0,37,0,1,1,2,2,2,A
516,460646,1,1,59,1,3,2,2,2,2,A
517,460653,0,0,28,0,6,8,2,1,3,D
518,460656,0,1,29,1,0,9,2,3,5,C
519,460658,0,1,37,1,8,7,0,3,5,A
520,460659,0,1,46,1,8,3,0,3,5,B
521,460660,1,0,39,2,3,6,2,1,5,A
522,460661,0,0,33,0,6,8,2,1,5,D
523,460668,0,0,32,1,1,3,2,2,2,A
524,460678,0,0,32,0,1,6,2,2,2,D
525,460686,0,2,25,0,6,8,2,1,2,D
526,460687,0,1,48,1,6,9,0,2,2,A
527,460691,0,0,27,0,6,8,2,1,2,D
528,460702,0,0,49,1,0,1,2,1,5,B
529,460703,0,1,33,1,2,8,0,5,3,D
530,460706,0,0,33,0,2,7,2,6,3,D
531,460708,1,1,39,1,0,0,2,3,5,C
532,460716,1,1,50,1,3,0,0,4,5,C
533,460719,0,1,84,1,7,0,2,2,2,B
534,460720,0,1,46,1,0,0,0,2,5,C
535,460722,1,1,31,0,3,0,0,3,2,D
536,460726,1,1,57,1,0,3,0,2,5,C
537,460727,1,1,73,0,4,1,1,4,2,B
538,460729,1,1,36,1,3,9,2,4,5,D
539,460733,1,0,53,1,8,2,2,4,5,D
540,460734,1,1,41,1,3,9,0,3,1,A
541,460738,0,0,53,0,2,0,2,2,6,A
542,460740,1,1,35,1,0,2,0,3,5,C
543,460743,1,1,62,1,0,0,0,3,5,C
544,460746,1,0,23,0,8,0,2,3,5,D
545,460763,1,0,51,1,0,1,2,2,5,B
546,460769,0,1,83,0,7,1,1,2,5,B
547,460780,0,0,26,1,5,0,2,2,2,D
548,460783,1,1,86,1,7,1,2,1,5,A
549,460785,1,0,26,1,5,0,2,4,6,D
550,460789,1,1,42,1,4,0,2,3,5,D
551,460794,0,1,41,1,6,9,2,1,5,D
552,460796,1,1,67,0,7,0,2,3,5,D
553,460802,1,1,68,1,7,1,1,2,5,C
554,460811,0,1,45,0,2,0,1,2,5,A
555,460813,0,1,86,0,7,0,1,2,5,B
556,460815,1,1,62,1,0,0,1,2,2,B
557,460822,1,1,42,1,0,1,2,2,5,B
558,460825,1,0,26,1,1,0,2,3,3,D
559,460828,1,0,48,0,3,1,2,1,5,A
560,460830,1,1,40,0,3,3,0,5,1,D
561,460831,1,0,20,0,5,0,2,4,5,D
562,460837,0,0,25,1,0,1,2,1,4,A
563,460838,1,0,37,1,0,1,2,2,5,A
564,460840,1,1,77,1,7,1,2,1,5,D
565,460844,1,1,50,1,5,3,2,2,5,D
566,460846,0,0,22,0,8,0,2,4,5,D
567,460847,1,0,26,1,0,1,2,3,5,D
568,460851,1,1,71,0,1,0,0,3,5,B
569,460855,1,1,50,1,0,3,2,2,5,B
570,460857,1,0,29,0,3,1,2,1,3,D
571,460859,1,1,51,1,3,2,2,4,5,A
572,460860,1,1,52,1,0,6,0,4,5,C
573,460861,1,0,20,0,5,1,2,3,2,D
574,460866,1,0,26,1,1,0,2,9,3,D
575,460870,1,0,37,1,5,3,2,3,3,D
576,460871,0,0,33,1,5,4,2,3,5,D
577,460872,0,1,39,1,0,0,2,2,3,B
578,460877,0,1,53,0,0,1,0,5,5,C
579,460878,1,1,49,0,3,0,0,4,5,B
580,460882,1,0,21,0,5,0,2,2,2,D
581,460888,1,1,39,0,6,8,2,1,5,D
582,460891,0,1,38,0,0,2,0,4,2,B
583,460897,1,0,22,0,5,4,2,4,5,D
584,460898,1,1,52,0,0,2,0,4,5,C
585,460899,1,0,40,1,3,3,2,3,5,D
586,460901,1,0,20,0,1,8,2,3,5,D
587,460902,1,0,41,1,4,1,2,3,5,D
588,460905,1,0,30,1,0,1,2,1,2,A
589,460906,0,1,89,1,7,1,1,3,5,B
590,460907,1,1,83,0,7,1,1,3,5,B
591,460923,1,1,53,1,0,0,0,3,5,C
592,460924,1,0,31,0,1,1,2,5,1,D
593,460928,1,1,48,1,0,1,0,4,5,C
594,460934,0,0,29,0,1,0,2,2,5,D
595,460935,1,1,87,1,7,0,2,1,5,A
596,460945,1,0,19,0,2,4,2,7,5,D
597,460953,1,1,60,0,3,1,2,2,5,A
598,460961,1,0,23,0,5,1,2,2,2,D
599,460962,1,1,61,1,4,9,1,4,5,C
600,460963,0,0,27,1,0,1,2,3,5,A
601,460968,1,1,32,0,1,14,0,2,2,A
602,460975,1,1,79,2,7,0,1,2,5,C
603,460976,1,0,19,0,5,1,2,4,5,D
604,460977,1,1,42,1,4,0,1,3,3,A
605,460979,1,1,76,0,7,1,2,1,5,D
606,460981,0,1,41,0,8,1,0,2,5,D
607,460984,1,1,38,1,3,0,0,4,5,C
608,460988,1,1,43,1,3,0,0,3,3,C
609,460989,1,0,19,0,5,1,2,3,0,D
610,460991,0,0,28,1,5,1,2,3,6,D
611,460993,1,1,56,1,0,0,0,4,5,C
612,460999,1,0,28,1,2,0,2,3,2,D
613,461000,1,1,60,0,8,1,1,2,2,A
614,461001,0,0,55,1,0,0,2,2,2,B
615,461015,1,1,35,1,3,1,0,2,2,A
616,461016,1,0,25,0,5,5,2,5,2,D
617,461022,1,1,71,1,0,1,2,1,2,B
618,461023,1,1,65,0,7,1,1,2,2,B
619,461024,1,1,74,1,7,1,2,1,5,D
620,461028,0,0,20,0,5,5,2,4,3,D
621,461029,1,1,43,0,3,9,2,2,3,A
622,461034,0,0,20,0,8,3,2,6,2,D
623,461037,1,1,40,1,5,2,1,5,2,D
624,461038,0,1,46,1,2,0,1,5,2,B
625,461041,0,1,65,0,7,1,1,7,2,D
626,461042,1,0,21,0,5,0,2,4,3,D
627,461043,1,1,50,0,5,1,2,7,3,D
628,461044,1,0,18,0,5,0,2,5,3,D
629,461049,0,1,61,1,1,1,2,7,6,C
630,461050,1,1,49,1,9,1,1,3,5,C
631,461053,1,1,39,0,4,2,1,4,2,D
632,461059,0,1,52,0,7,1,1,2,5,D
633,461060,1,1,56,1,4,0,1,5,5,C
634,461065,1,1,55,1,4,1,2,6,2,A
635,461071,1,1,42,0,2,1,0,5,2,B
636,461078,0,0,33,0,6,0,2,6,2,D
637,461082,1,0,19,0,5,8,2,4,0,D
638,461085,0,0,27,0,2,1,2,1,2,A
639,461093,0,1,38,1,0,1,0,4,2,C
640,461099,0,0,38,0,0,1,2,4,2,D
641,461111,0,1,43,1,1,8,2,1,5,B
642,461114,1,1,53,1,0,1,0,4,2,C
643,461116,1,1,33,0,4,4,1,4,2,D
644,461118,0,0,30,1,5,7,2,3,2,D
645,461119,0,0,22,0,5,6,2,3,2,D
646,461121,1,0,33,0,1,0,2,4,2,D
647,461124,1,0,21,0,5,1,2,8,3,D
648,461127,1,0,20,0,5,1,2,5,3,D
649,461128,1,0,19,0,5,7,2,3,5,D
650,461129,0,1,58,1,3,1,0,4,5,C
651,461131,1,1,67,1,0,1,1,2,5,C
652,461145,0,1,36,1,3,1,2,2,2,A
653,461152,0,0,30,0,6,8,2,3,2,D
654,461154,1,0,23,0,6,1,2,4,2,D
655,461158,0,0,42,1,3,1,2,3,2,D
656,461162,0,0,37,0,8,8,2,3,2,D
657,461163,0,1,58,0,3,9,2,4,2,D
658,461168,0,1,26,0,2,7,0,2,2,D
659,461169,1,0,39,1,3,9,2,2,2,D
660,461174,0,0,23,0,8,3,2,4,2,D
661,461177,1,1,41,0,4,8,0,4,0,D
662,461178,1,1,26,0,3,0,2,3,2,D
663,461179,0,1,25,0,2,3,2,3,2,D
664,461181,1,0,19,0,5,3,2,4,2,D
665,461183,1,0,36,0,4,0,2,5,2,D
666,461187,1,0,29,0,5,9,2,4,2,D
667,461197,1,0,26,0,8,1,2,1,2,D
668,461198,0,0,78,1,7,2,2,1,5,D
669,461201,0,0,55,1,0,3,2,1,5,B
670,461205,1,0,26,1,5,3,2,3,1,D
671,461211,0,0,46,1,3,0,2,1,5,A
672,461214,1,0,29,0,5,0,2,4,5,D
673,461215,0,0,36,1,0,10,2,1,5,B
674,461218,1,1,27,0,4,1,2,6,5,D
675,461220,0,0,29,0,4,8,2,3,5,D
676,461221,0,0,25,0,8,1,2,4,5,D
677,461225,0,0,30,0,8,10,2,6,5,D
678,461226,1,1,45,1,9,1,2,2,5,D
679,461230,0,0,21,0,4,0,2,4,2,D
680,461232,0,1,41,1,4,3,1,3,2,A
681,461233,1,1,38,1,3,3,2,3,2,A
682,461236,0,0,28,1,5,9,2,1,5,D
683,461237,1,0,33,1,1,1,2,5,1,D
684,461241,1,1,31,1,5,7,2,2,5,D
685,461242,1,1,45,1,5,0,2,2,5,A
686,461243,1,1,47,1,8,0,2,5,5,D
687,461248,0,0,39,0,5,0,2,1,5,D
688,461251,0,0,47,1,8,1,2,3,5,D
689,461252,0,1,53,1,1,0,2,1,2,B
690,461256,1,0,27,0,1,1,2,4,3,D
691,461257,1,1,37,1,2,1,0,2,3,A
692,461258,0,1,62,1,0,1,0,3,3,C
693,461262,0,0,29,0,2,0,2,7,3,D
694,461263,0,1,51,1,0,0,2,1,3,B
695,461265,1,0,30,0,8,1,2,6,3,D
696,461269,1,0,18,0,3,0,2,4,3,D
697,461274,0,1,87,1,7,1,1,2,5,B
698,461276,1,1,68,1,8,0,2,2,6,D
699,461277,1,1,84,1,7,5,2,1,5,A
700,461281,1,0,22,0,5,2,2,9,1,D
701,461286,0,0,22,0,1,2,2,4,5,D
702,461289,1,0,21,0,5,1,2,3,5,D
703,461292,0,1,89,0,7,0,1,2,2,B
704,461297,1,1,73,0,7,0,1,2,5,B
705,461299,0,1,75,1,7,0,1,2,5,B
706,461303,0,0,20,0,1,6,2,4,1,D
707,461308,1,0,22,0,5,1,2,2,5,D
708,461309,0,0,22,0,5,0,2,4,5,D
709,461313,1,1,63,1,0,0,0,3,5,C
710,461314,1,1,46,1,0,1,0,3,5,C
711,461319,1,1,58,0,0,0,0,2,5,C
712,461320,0,0,41,1,0,1,2,3,5,C
713,461322,1,1,42,1,0,0,0,2,5,C
714,461323,0,1,43,1,5,6,0,2,5,C
715,461324,0,0,49,1,0,3,2,1,5,B
716,461326,0,0,40,1,0,0,2,1,5,A
717,461335,1,1,53,0,4,8,1,2,5,B
718,461340,1,1,36,1,0,4,0,2,6,C
719,461346,1,1,50,1,0,8,2,2,5,B
720,461348,1,1,42,1,5,1,2,1,5,A
721,461350,1,0,30,0,5,0,2,4,1,D
722,461352,1,0,29,0,5,2,2,5,1,D
723,461356,1,0,28,1,3,1,2,2,5,D
724,461357,1,0,27,1,5,1,2,4,5,D
725,461363,1,0,49,1,0,0,2,1,5,B
726,461366,1,0,32,1,5,1,2,1,5,D
727,461370,1,0,25,1,1,1,2,3,5,D
728,461377,0,1,63,1,0,2,2,1,5,B
729,461378,0,0,42,1,0,8,2,1,5,B
730,461379,1,0,31,1,5,1,2,3,4,D
731,461383,1,1,71,1,0,0,1,2,5,C
732,461388,1,0,20,0,5,3,2,5,1,D
733,461397,1,0,22,0,5,1,2,4,5,D
734,461402,0,0,29,1,3,1,2,5,5,D
735,461408,1,1,47,1,8,0,2,3,5,D
736,461421,1,1,43,1,0,3,0,3,5,C
737,461423,1,0,32,1,0,1,2,3,3,A
738,461426,1,1,47,1,0,7,0,2,5,C
739,461428,1,0,46,1,0,0,2,1,5,B
740,461432,0,1,41,1,0,1,0,2,5,C
741,461437,1,1,37,1,3,0,0,2,5,C
742,461439,1,1,40,1,0,0,0,2,5,C
743,461441,1,1,60,1,0,0,0,4,5,C
744,461442,1,1,46,1,0,0,0,6,1,C
745,461454,0,1,36,1,0,6,1,4,6,C
746,461456,0,0,38,0,8,0,2,1,5,D
747,461457,0,1,32,0,1,0,2,5,5,D
748,461458,0,0,41,1,0,5,2,1,5,B
749,461462,1,1,56,1,8,0,2,3,5,D
750,461465,1,1,31,1,0,8,0,2,5,C
751,461466,1,1,45,0,0,0,2,2,6,B
752,461468,1,1,69,1,3,1,0,3,5,C
753,461469,1,1,37,1,0,0,2,2,5,B
754,461476,1,1,47,1,0,1,0,4,1,C
755,461479,0,1,52,1,0,1,0,3,5,C
756,461480,0,1,57,1,0,1,1,3,5,C
757,461482,0,0,50,1,0,9,2,1,5,B
758,461494,1,1,27,0,2,0,0,2,5,D
759,461501,0,1,45,1,2,1,1,3,5,C
760,461503,0,0,30,1,0,8,2,2,5,A
761,461510,1,1,45,1,0,0,2,2,5,B
762,461514,1,0,30,0,5,1,2,4,5,D
763,461516,1,1,31,1,3,1,0,3,5,A
764,461518,0,1,45,1,0,1,0,4,2,C
765,461521,1,1,67,1,0,0,1,2,5,C
766,461522,1,1,76,0,4,1,1,2,5,B
767,461525,1,1,69,1,3,0,2,2,5,A
768,461526,1,1,83,0,3,0,2,2,5,D
769,461530,1,1,38,1,2,0,2,2,5,A
770,461534,1,1,36,1,0,0,2,1,5,B
771,461540,1,0,41,1,9,2,2,2,1,D
772,461546,0,1,69,0,7,0,2,3,5,D
773,461548,0,0,33,1,2,0,2,3,5,D
774,461553,1,0,38,1,0,1,2,3,6,A
775,461556,0,1,48,1,2,1,0,2,5,C
776,461558,1,1,51,1,2,2,0,2,5,C
777,461564,1,1,56,1,4,1,1,2,5,C
778,461570,1,1,57,1,0,0,0,3,5,C
779,461574,0,1,49,1,0,1,0,3,5,C
780,461587,1,0,30,1,5,0,2,3,5,D
781,461593,0,1,40,1,1,8,0,2,5,C
782,461602,0,0,30,1,0,0,2,3,5,A
783,461604,1,1,38,0,3,0,0,2,5,A
784,461612,0,0,31,1,5,8,2,5,5,D
785,461615,1,0,33,1,1,0,2,2,5,A
786,461617,1,0,50,1,0,0,2,2,5,B
787,461619,1,1,52,1,4,2,1,3,5,C
788,461624,0,1,39,1,0,0,0,4,1,C
789,461626,1,1,73,1,4,0,1,2,5,C
790,461630,1,1,46,1,0,0,0,3,5,C
791,461637,1,1,50,1,0,0,2,2,6,B
792,461644,1,0,30,0,5,0,2,6,5,D
793,461653,0,1,60,1,1,0,0,2,5,C
794,461655,0,1,39,1,6,9,0,2,5,A
795,461658,0,1,59,1,0,1,0,2,4,C
796,461659,0,1,51,1,0,0,0,2,5,C
797,461661,0,1,40,1,0,5,0,2,1,B
798,461663,1,0,23,0,5,1,2,3,5,D
799,461668,1,1,53,1,0,4,0,4,1,C
800,461671,1,0,32,0,5,7,2,5,5,D
801,461674,1,1,52,1,4,0,1,4,5,C
802,461676,0,0,31,1,2,0,2,1,5,A
803,461679,1,0,30,1,5,3,2,4,5,D
804,461681,1,0,25,1,5,8,2,3,6,D
805,461683,1,1,40,1,4,1,1,4,5,C
806,461685,0,0,27,1,5,4,2,4,5,D
807,461686,1,1,61,1,0,0,2,2,5,B
808,461690,0,0,33,1,2,1,2,1,3,A
809,461694,1,0,28,1,1,1,2,4,3,D
810,461695,0,1,48,1,0,2,0,2,5,C
811,461698,0,1,73,1,0,0,1,2,5,C
812,461701,1,1,36,0,0,0,0,2,4,A
813,461705,0,0,32,0,5,0,2,4,5,D
814,461708,1,1,82,0,7,0,1,2,5,B
815,461709,1,0,28,1,0,1,2,3,3,D
816,461711,0,0,42,1,0,8,2,3,1,B
817,461716,0,1,60,1,7,6,1,9,5,A
818,461720,0,0,46,1,0,1,2,1,3,B
819,461722,1,0,31,0,1,0,2,3,5,A
820,461724,0,1,50,1,0,1,2,1,6,B
821,461725,0,0,30,1,2,3,2,1,3,A
822,461727,0,0,49,1,0,1,2,3,5,C
823,461737,0,1,51,1,1,0,0,6,3,C
824,461738,0,1,46,1,9,3,0,3,5,A
825,461744,1,1,53,1,0,0,0,4,5,C
826,461747,1,1,65,1,0,0,1,2,5,C
827,461749,0,0,22,0,5,0,2,5,5,D
828,461752,1,1,65,1,1,1,0,3,5,C
829,461756,0,1,39,1,2,0,0,2,3,A
830,461760,1,1,84,1,0,0,1,2,5,C
831,461769,1,0,37,1,0,0,2,1,5,A
832,461771,1,1,28,1,1,8,0,2,5,A
833,461775,0,1,82,0,7,0,1,2,5,B
834,461778,0,1,87,1,7,0,1,2,5,B
835,461780,0,0,69,1,7,1,2,5,5,D
836,461782,0,1,51,1,0,2,1,5,5,C
837,461784,0,1,74,1,7,1,2,1,5,B
838,461788,0,1,79,1,7,1,1,2,5,B
839,461791,0,0,21,0,7,9,2,1,5,D
840,461792,0,0,20,0,5,5,2,5,1,D
841,461800,0,0,43,1,1,3,2,1,1,A
842,461801,0,0,25,0,5,1,2,3,5,D
843,461802,1,0,43,1,0,0,2,4,5,C
844,461804,0,0,42,1,0,1,2,1,5,A
845,461807,1,0,25,1,1,10,2,4,5,D
846,461815,1,1,59,1,0,0,2,1,2,B
847,461816,0,0,49,1,8,0,2,5,5,D
848,461821,0,0,32,0,1,1,2,4,5,D
849,461822,1,1,36,1,0,8,1,2,5,C
850,461824,1,1,45,1,8,9,2,3,5,D
851,461832,1,0,29,1,5,3,2,3,5,D
852,461837,1,1,37,1,0,0,2,2,5,B
853,461845,0,1,48,1,1,1,0,4,5,C
854,461846,0,0,65,1,0,0,2,2,1,B
855,461848,1,0,39,0,8,1,2,2,5,D
856,461858,1,0,25,0,3,1,2,7,3,D
857,461859,0,1,49,0,0,5,2,5,5,C
858,461860,0,1,77,1,7,1,1,2,5,B
859,461862,0,0,38,1,0,9,2,1,5,B
860,461864,1,0,19,1,8,0,2,6,3,D
861,461872,0,1,76,1,7,1,1,2,5,B
862,461873,1,0,28,1,1,0,2,4,5,D
863,461874,1,1,51,1,1,1,0,3,2,C
864,461882,0,0,28,1,1,0,2,5,6,D
865,461892,0,0,42,1,5,0,2,1,1,A
866,461896,1,1,45,1,0,1,2,1,5,B
867,461898,1,1,63,1,4,6,1,3,5,C
868,461899,0,0,18,0,1,0,2,6,5,D
869,461901,1,0,26,1,0,7,2,4,5,D
870,461910,1,1,31,1,0,3,0,2,1,A
871,461913,1,0,43,1,3,5,2,4,1,D
872,461914,0,1,60,1,0,7,2,1,5,B
873,461921,0,0,36,1,0,0,2,1,5,A
874,461927,1,0,32,0,5,1,2,4,1,D
875,461928,1,1,68,1,7,2,2,1,7,A
876,461929,1,1,60,1,3,1,2,1,5,A
877,461930,0,0,42,1,0,0,2,1,3,A
878,461931,0,0,18,0,5,6,2,5,7,D
879,461936,1,1,69,0,7,0,1,2,5,B
880,461937,0,0,42,1,1,0,2,2,5,A
881,461941,0,1,70,1,0,1,2,1,5,B
882,461943,1,0,25,1,5,1,2,3,5,D
883,461962,1,1,56,1,3,1,0,3,5,C
884,461963,0,0,40,1,0,9,2,1,5,B
885,461965,1,0,23,0,5,1,2,6,5,D
886,461967,0,0,20,0,8,3,2,4,6,D
887,461968,0,0,39,1,3,2,2,1,5,A
888,461978,0,0,19,0,5,0,2,4,5,D
889,461985,1,0,28,1,3,3,2,3,4,D
890,461988,1,1,40,0,2,1,0,2,5,B
